Symbol,Name,Country,Sector,Industry
AFG,American Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,United States,Finance,Property-Casualty Insurers
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,United States,Finance,Property-Casualty Insurers
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,United States,Finance,Property-Casualty Insurers
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,United States,,
AFL,AFLAC Incorporated Common Stock,United States,Finance,Accident &Health Insurance
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,,Finance,Investment Managers
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Canada,Basic Materials,Precious Metals
AGCO,AGCO Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
AGI,Alamos Gold Inc. Class A Common Shares,Canada,Basic Materials,Precious Metals
AGL,agilon health inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services
AGM,Federal Agricultural Mortgage Corporation Common Stock,United States,Finance,Finance Companies
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,United States,,
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,United States,,
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,United States,,
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,United States,,
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,United States,,
AGO,Assured Guaranty Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
AGR,Avangrid Inc. Common Stock,United States,Utilities,Electric Utilities: Central
AGRO,Adecoagro S.A. Common Shares,Luxembourg,Consumer Staples,Farming/Seeds/Milling
AGS,PlayAGS Inc. Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
AGX,Argan Inc. Common Stock,United States,Consumer Discretionary,Engineering & Construction
AHH,Armada Hoffler Properties Inc. Common Stock,United States,Finance,Real Estate
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,Bermuda,,
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,Bermuda,,
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,Bermuda,,
AHR,American Healthcare REIT Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
AHT,Ashford Hospitality Trust Inc Common Stock,United States,Real Estate,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,United States,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,United States,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,United States,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,United States,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,United States,,
AI,C3.ai Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
AIF,Apollo Tactical Income Fund Inc. Common Stock,,Finance,Finance Companies
AIG,American International Group Inc. New Common Stock,United States,Finance,Life Insurance
AIN,Albany International Corporation Common Stock,United States,Consumer Discretionary,Textiles
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,,Finance,Finance/Investors Services
AIR,AAR Corp. Common Stock,United States,Industrials,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
AIT,Applied Industrial Technologies Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
AIU,Meta Data Limited ADS,,Real Estate,Other Consumer Services
AIV,Apartment Investment and Management Company Common Stock,United States,Real Estate,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,United States,Finance,Property-Casualty Insurers
AJG,Arthur J. Gallagher & Co. Common Stock,United States,Finance,Specialty Insurers
AJX,Great Ajax Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,,Consumer Discretionary,Catalog/Specialty Distribution
AKO/A,Embotelladora Andina S.A.,Chile,,
AKO/B,Embotelladora Andina S.A.,Chile,,
AKR,Acadia Realty Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
AL,Air Lease Corporation Class A Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,
ALB,Albemarle Corporation Common Stock,United States,Industrials,Major Chemicals
ALB^A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,United States,,
ALC,Alcon Inc. Ordinary Shares,Switzerland,Health Care,Ophthalmic Goods
ALE,Allete Inc.,United States,Utilities,Power Generation
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,United States,Real Estate,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ALIT,Alight Inc. Class A Common Stock,United States,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
ALL,Allstate Corporation (The) Common Stock,United States,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,United States,,
ALLE,Allegion plc Ordinary Shares,United States,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,Netherlands,Consumer Discretionary,Automotive Aftermarket
ALLY,Ally Financial Inc. Common Stock,United States,Finance,Major Banks
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
ALTG,Alta Equipment Group Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),United States,,
ALTM,Arcadium Lithium plc Ordinary Shares,United States,Industrials,Major Chemicals
ALUR,Allurion Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,Sweden,Consumer Discretionary,Auto Parts:O.E.M.
ALX,Alexander's Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
AM,Antero Midstream Corporation Common Stock,United States,Utilities,Natural Gas Distribution
AMBC,Ambac Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,Consumer Discretionary,Miscellaneous manufacturing industries
AME,AMETEK Inc.,United States,Industrials,Industrial Machinery/Components
AMG,Affiliated Managers Group Inc. Common Stock,United States,Finance,Investment Managers
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,United States,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,United States,,
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,Finance,Finance/Investors Services
AMN,AMN Healthcare Services Inc,United States,Health Care,Assisted Living Services
AMP,Ameriprise Financial Inc. Common Stock,United States,Finance,Investment Managers
AMPS,Altus Power Inc. Class A Common Stock,United States,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,United States,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,Consumer Discretionary,Engineering & Construction
AMT,American Tower Corporation (REIT) Common Stock,United States,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,,,
AMWL,American Well Corporation Class A Common Stock,United States,Consumer Discretionary,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Mexico,Telecommunications,Telecommunications Equipment
AN,AutoNation Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
ANET,Arista Networks Inc. Common Stock,United States,Technology,Computer peripheral equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANG^A,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,United States,,
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,
ANRO,Alto Neuroscience Inc. Common Stock,,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,United States,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),United States,Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
AP,Ampco-Pittsburgh Corporation Common Stock,United States,Industrials,Fluid Controls
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,Finance,Investment Managers
APCA,AP Acquisition Corp Class A Ordinary Shares,,Finance,Blank Checks
APD,Air Products and Chemicals Inc. Common Stock,United States,Industrials,Major Chemicals
APG,APi Group Corporation Common Stock,United States,Consumer Discretionary,Engineering & Construction
APH,Amphenol Corporation Common Stock,United States,Technology,Electrical Products
APLE,Apple Hospitality REIT Inc. Common Shares,United States,Real Estate,Real Estate Investment Trusts
APO,Apollo Global Management Inc. (New) Common Stock,United States,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,United States,,
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,United States,Finance,Investment Managers
APTV,Aptiv PLC Ordinary Shares,United Kingdom,Consumer Discretionary,Auto Parts:O.E.M.
AQN,Algonquin Power & Utilities Corp. Common Shares,United States,Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,United States,Utilities,Electric Utilities: Central
AQNU,Algonquin Power & Utilities Corp. Corporate Units,United States,Utilities,Electric Utilities: Central
AR,Antero Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
ARC,ARC Document Solutions Inc. Common Stock,United States,Consumer Discretionary,Business Services
ARCH,Arch Resources Inc. Class A Common Stock,United States,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina,Consumer Discretionary,Restaurants
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States,Finance,Investment Managers
ARE,Alexandria Real Estate Equities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ARES,Ares Management Corporation Class A Common Stock,United States,Finance,Investment Managers
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Bermuda,Finance,Specialty Insurers
ARGO^A,Argo Group International Holdings Inc. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,Bermuda,,
ARI,Apollo Commercial Real Estate Finance Inc,United States,Real Estate,Real Estate Investment Trusts
ARIS,Aris Water Solutions Inc. Class A Common Stock,United States,Energy,Oilfield Services/Equipment
ARL,American Realty Investors Inc. Common Stock,United States,Real Estate,Other Consumer Services
ARLO,Arlo Technologies Inc. Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
ARMK,Aramark Common Stock,United States,Consumer Discretionary,Restaurants
AROC,Archrock Inc. Common Stock,United States,Energy,Oil & Gas Production
ARR,ARMOUR Residential REIT Inc.,United States,Real Estate,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),United States,,
ARW,Arrow Electronics Inc. Common Stock,United States,Technology,Electronic Components
